scenario,period,mean_theta,attention_share,offline_social_capital,mean_fitness,subjective_satisfaction,entropy
I1_reproduce_selection_only,63,0.02225802469784275,0.02225802469784275,0.9777419753021572,2.710975783262095,0.9156842567036293,0.4125359987887721
I1_reproduce_selection_only,64,0.021587494345960384,0.021587494345960384,0.9784125056540396,2.7128346847560256,0.9176965438506413,0.4070839514508533
I1_reproduce_selection_only,65,0.020946579268247768,0.020946579268247768,0.9790534207317523,2.7146123068885193,0.9196389343891495,0.40174028231906794
I1_reproduce_selection_only,66,0.020333576950007357,0.020333576950007357,0.9796664230499926,2.7163132688501235,0.9215146082714835,0.3965022807135461
I1_reproduce_selection_only,67,0.019746901606095008,0.019746901606095008,0.980253098393905,2.7179418773562776,0.9233265751961434,0.39136727800882753
I1_reproduce_selection_only,68,0.019185075271364635,0.019185075271364635,0.9808149247286354,2.719502150089343,0.9250776840042071,0.38633265354090035
I1_reproduce_selection_only,69,0.01864671960232921,0.01864671960232921,0.9813532803976708,2.7209978373165296,0.9267706316727172,0.38139583926791065
I1_reproduce_selection_only,70,0.018130548335619258,0.018130548335619258,0.9818694516643808,2.7224324418167063,0.9284079718934136,0.3765543233648281
I1_reproduce_selection_only,71,0.017635360351966525,0.017635360351966525,0.9823646396480334,2.7238092372425697,0.9299921232327722,0.3718056529092052
I1_reproduce_selection_only,72,0.017160033297669474,0.017160033297669474,0.9828399667023305,2.7251312850376324,0.9315253768752346,0.3671474357947078
I1_reproduce_selection_only,73,0.016703517718726746,0.016703517718726746,0.9832964822812733,2.726401450020197,0.9330099039560672,0.36257734199105146
I1_reproduce_selection_only,74,0.01626483166599428,0.01626483166599428,0.9837351683340058,2.7276224147392174,0.9344477624937443,0.3580931042531251
I1_reproduce_selection_only,75,0.01584305573278857,0.01584305573278857,0.9841569442672115,2.72879669269972,0.9358409039342814,0.3536925183681816
I1_reproduce_selection_only,76,0.01543732848929281,0.01543732848929281,0.9845626715107072,2.7299266405484826,0.9371911793217557,0.3493734430178102
I1_reproduce_selection_only,77,0.015046842280906138,0.015046842280906138,0.9849531577190939,2.731014469303927,0.9385003451104605,0.3451337993207847
I1_reproduce_selection_only,78,0.014670839360297205,0.014670839360297205,0.9853291606397028,2.732062254707797,0.9397700686348935,0.3409715701136234
